Session,CCS,Arrival,Departure,Stay (min),Energy (Wh),Pmax (W),Preq_max (W),"Controlled session (0=False, 1=True)",TotalCapacity,BulkCapacity,SOC arrival,SOC departure,Energy capacity (Wh)
1868,CCS2,7/1/2023 18:14,7/1/2023 18:33,20,43658.0,169725,176505,1,10000,8000,31,80,84643
1871,CCS2,7/2/2023 13:32,7/2/2023 13:51,20,37711.0,157620,223872,1,10000,8000,7,55,74636
58,CCS1,4/27/2022 19:02,4/27/2022 19:22,21,14324.0,61977,192417,1,80440,64352,75,90,90719
87,CCS1,5/20/2022 18:16,5/20/2022 18:36,21,28421.0,102969,177540,1,10000,8000,9,43,79388
249,CCS1,7/17/2022 11:16,7/17/2022 11:36,21,29653.0,106650,192417,1,80440,64352,33,66,85365
332,CCS1,10/20/2022 10:31,10/20/2022 10:51,21,40964.0,148086,367872,1,10000,8000,0,48,81075
401,CCS1,10/30/2022 14:38,10/30/2022 14:58,21,13666.0,47988,160245,1,10000,8000,37,67,43276
411,CCS1,11/1/2022 8:37,11/1/2022 8:57,21,30649.0,140205,271632,1,10000,8000,42,69,107879
440,CCS1,11/5/2022 10:41,11/5/2022 11:01,21,33353.0,161385,353265,1,10000,8000,30,71,77281
467,CCS1,11/7/2022 14:59,11/7/2022 15:19,21,23181.0,96009,353265,1,10000,8000,48,78,73407
512,CCS1,11/13/2022 15:53,11/13/2022 16:13,21,41385.0,170127,177540,1,10000,8000,31,80,80236
581,CCS1,11/23/2022 5:58,11/23/2022 6:18,21,19698.0,81537,179418,1,10000,8000,15,50,53466
676,CCS1,3/5/2023 12:25,3/5/2023 12:45,21,26135.0,103080,224907,1,10000,8000,17,51,73024
677,CCS1,3/5/2023 14:13,3/5/2023 14:33,21,25528.0,92787,353265,1,10000,8000,24,52,86613
701,CCS1,3/13/2023 19:13,3/13/2023 19:33,21,25030.0,106386,353265,1,10000,8000,42,74,74308
706,CCS1,3/14/2023 21:16,3/14/2023 21:36,21,40527.0,156945,353265,1,10000,8000,6,58,74040
744,CCS1,3/21/2023 17:35,3/21/2023 17:55,21,28240.0,99978,353265,1,10000,8000,29,63,78906
785,CCS1,3/30/2023 12:20,3/30/2023 12:40,21,23707.0,97842,110514,1,50000,40000,10,63,42494
795,CCS1,3/31/2023 14:10,3/31/2023 14:30,21,43623.0,160572,177540,1,10000,8000,28,80,79696
908,CCS1,5/1/2023 13:55,5/1/2023 14:15,21,25922.0,113691,353265,1,10000,8000,43,76,74624
936,CCS1,5/13/2023 10:25,5/13/2023 10:45,21,14192.0,62550,222222,1,10000,8000,74,90,84265
938,CCS1,5/13/2023 18:02,5/13/2023 18:22,21,37488.0,139287,260826,1,10000,8000,34,82,74195
1023,CCS1,6/13/2023 12:24,6/13/2023 12:44,21,32765.0,159660,177540,1,10000,8000,10,47,84149
1038,CCS1,6/16/2023 23:28,6/16/2023 23:48,21,10601.0,45261,160245,0,10000,8000,87,100,77469
1044,CCS1,6/18/2023 15:21,6/18/2023 15:41,21,6222.0,22470,56808,1,10000,8000,40,97,10370
1093,CCS1,6/27/2023 22:19,6/27/2023 22:39,21,32641.0,163371,250149,1,10000,8000,58,87,106927
1142,CCS2,4/15/2022 19:47,4/15/2022 20:07,21,40863.0,168762,176505,1,10000,8000,39,83,88247
1198,CCS2,5/20/2022 9:45,5/20/2022 10:05,21,17978.0,63666,159210,1,10000,8000,57,80,74225
1246,CCS2,6/9/2022 17:25,6/9/2022 17:45,21,13739.0,54621,57333,0,10000,8000,42,86,29664
1275,CCS2,6/18/2022 9:45,6/18/2022 10:05,21,9019.0,53826,55800,0,10000,8000,37,89,16477
1369,CCS2,10/19/2022 11:07,10/19/2022 11:27,21,39299.0,139650,259791,1,10000,8000,35,83,77795
1389,CCS2,10/24/2022 0:43,10/24/2022 1:03,21,26470.0,123111,228708,1,10000,8000,22,61,64478
1432,CCS2,11/2/2022 12:36,11/2/2022 12:56,21,20229.0,69408,176505,1,10000,8000,35,60,76870
1454,CCS2,11/10/2022 17:22,11/10/2022 17:42,21,27822.0,147354,352230,1,10000,8000,39,73,77738
1458,CCS2,11/11/2022 9:43,11/11/2022 10:03,21,14556.0,62229,137406,0,10000,8000,40,98,23842
1496,CCS2,11/18/2022 14:10,11/18/2022 14:30,21,21601.0,76272,159210,0,10000,8000,32,60,73289
1592,CCS2,3/9/2023 22:58,3/9/2023 23:18,21,23403.0,88980,159210,1,10000,8000,24,55,71719
1635,CCS2,3/27/2023 1:13,3/27/2023 1:33,21,17297.0,62982,178383,1,10000,8000,26,56,54774
1704,CCS2,4/18/2023 17:44,4/18/2023 18:04,21,27065.0,103203,223872,1,10000,8000,18,53,73441
1835,CCS2,6/21/2023 21:11,6/21/2023 21:31,21,14488.0,50403,55773,0,10000,8000,1,28,50976
1853,CCS2,6/26/2023 0:26,6/26/2023 0:46,21,19808.0,81780,120222,0,10000,8000,49,71,85535
8,CCS1,4/14/2022 11:47,4/14/2022 12:08,22,39328.0,160614,353265,1,10000,8000,13,66,70494
17,CCS1,4/16/2022 14:23,4/16/2022 14:44,22,19351.0,86652,93630,1,10000,8000,49,73,76598
129,CCS1,6/4/2022 9:13,6/4/2022 9:34,22,32790.0,157812,353265,1,10000,8000,33,78,69223
133,CCS1,6/4/2022 17:32,6/4/2022 17:53,22,24939.0,131190,275928,1,10000,8000,46,78,74038
153,CCS1,6/7/2022 16:36,6/7/2022 16:57,22,13435.0,76095,91782,0,10000,8299,56,93,34495
164,CCS1,6/8/2022 21:49,6/8/2022 22:10,22,34316.0,157218,353265,1,10000,8000,29,75,70870
207,CCS1,6/18/2022 14:26,6/18/2022 14:47,22,33618.0,159930,353265,1,10000,8000,30,76,69428
306,CCS1,10/15/2022 15:35,10/15/2022 15:56,22,15996.0,60225,353265,1,10000,8000,73,91,84423
311,CCS1,10/16/2022 9:45,10/16/2022 10:06,22,40847.0,163551,192417,1,77500,62000,22,73,76089
319,CCS1,10/17/2022 16:51,10/17/2022 17:12,22,40341.0,162033,353265,1,10000,8000,8,56,79842
376,CCS1,10/26/2022 19:24,10/26/2022 19:45,22,34583.0,158943,353265,1,10000,8000,18,64,71406
397,CCS1,10/30/2022 8:44,10/30/2022 9:05,22,13933.0,62967,192417,1,79900,63920,75,90,88242
453,CCS1,11/6/2022 7:53,11/6/2022 8:14,22,28097.0,109104,192417,1,79040,39520,16,50,78505
508,CCS1,11/13/2022 0:12,11/13/2022 0:33,22,23345.0,90306,275928,1,10000,8000,11,41,73926
521,CCS1,11/14/2022 22:21,11/14/2022 22:42,22,17938.0,62703,93630,0,10000,8000,26,50,71005
529,CCS1,11/15/2022 20:48,11/15/2022 21:09,22,13331.0,56193,58368,1,10000,8000,40,82,30153
561,CCS1,11/20/2022 12:26,11/20/2022 12:47,22,15270.0,57378,179418,1,10000,8000,33,60,53728
618,CCS1,2/18/2023 15:04,2/18/2023 15:25,22,5142.0,21243,123081,0,42000,33600,91,99,61061
658,CCS1,3/1/2023 19:16,3/1/2023 19:37,22,25494.0,105792,353265,1,10000,8000,41,71,80731
660,CCS1,3/2/2023 0:50,3/2/2023 1:11,22,15469.0,75510,91782,0,10000,8299,37,92,26719
689,CCS1,3/8/2023 18:26,3/8/2023 18:47,22,27308.0,93846,224907,1,10000,8000,17,52,74122
691,CCS1,3/9/2023 13:22,3/9/2023 13:43,22,21271.0,82779,110514,0,50000,40000,11,60,41240
732,CCS1,3/18/2023 6:04,3/18/2023 6:25,22,24495.0,83970,222222,1,10000,8000,45,73,83108
801,CCS1,4/1/2023 17:36,4/1/2023 17:57,22,11301.0,57999,271632,1,10000,8000,86,99,82584
845,CCS1,4/9/2023 11:19,4/9/2023 11:40,22,14683.0,51723,222222,1,10000,8000,70,85,92992
884,CCS1,4/20/2023 1:50,4/20/2023 2:11,22,43380.0,161088,353265,1,10000,8000,3,55,79252
963,CCS1,5/20/2023 13:11,5/20/2023 13:32,22,34719.0,146160,192417,1,67600,54080,27,76,67312
964,CCS1,5/20/2023 16:20,5/20/2023 16:41,22,23315.0,114186,271632,1,10000,8000,73,90,130290
992,CCS1,5/29/2023 21:09,5/29/2023 21:30,22,45439.0,152904,222222,1,10000,8000,14,71,75732
1027,CCS1,6/14/2023 18:54,6/14/2023 19:15,22,24975.0,97578,224907,1,10000,8000,37,70,71898
1036,CCS1,6/16/2023 18:01,6/16/2023 18:22,22,14381.0,51618,353265,1,10000,8000,68,84,85387
1061,CCS1,6/22/2023 13:05,6/22/2023 13:26,22,30065.0,109614,367872,1,10000,8000,57,90,86525
1150,CCS2,4/19/2022 14:12,4/19/2022 14:33,22,8628.0,54891,57000,0,10000,8000,38,87,16728
1231,CCS2,6/5/2022 15:44,6/5/2022 16:05,22,20331.0,67797,176505,1,10000,8000,23,47,80510
1256,CCS2,6/11/2022 10:56,6/11/2022 11:17,22,23466.0,94767,178383,1,10000,8000,20,62,53078
1348,CCS2,10/15/2022 14:32,10/15/2022 14:53,22,19362.0,64731,159210,0,10000,8000,43,70,68126
1461,CCS2,11/11/2022 13:41,11/11/2022 14:02,22,28361.0,163998,176505,1,10000,8000,35,69,79267
1499,CCS2,11/18/2022 17:52,11/18/2022 18:13,22,18393.0,67122,137406,1,10000,8000,23,98,23298
1576,CCS2,3/4/2023 11:14,3/4/2023 11:35,22,17865.0,63441,141702,1,10000,8000,17,49,53037
1624,CCS2,3/23/2023 13:05,3/23/2023 13:26,22,28353.0,122895,352230,1,10000,8000,40,73,81622
1632,CCS2,3/26/2023 12:09,3/26/2023 12:30,22,42558.0,170298,191382,1,79100,63280,6,56,80860
1653,CCS2,3/30/2023 11:31,3/30/2023 11:52,22,36732.0,157050,352230,1,10000,8000,19,66,74246
1671,CCS2,4/5/2023 11:57,4/5/2023 12:18,22,7964.0,27441,92595,0,10000,8000,80,89,84064
1751,CCS2,5/14/2023 16:33,5/14/2023 16:54,22,15060.0,54993,57000,1,10000,8000,33,82,29198
1866,CCS2,7/1/2023 13:14,7/1/2023 13:35,22,22673.0,108642,191382,1,68840,55072,55,86,69483
3,CCS1,4/13/2022 10:36,4/13/2022 10:58,23,41671.0,158655,353265,1,10000,8000,11,68,69452
28,CCS1,4/19/2022 12:05,4/19/2022 12:27,23,15158.0,60807,192417,1,80440,64352,74,90,89996
32,CCS1,4/20/2022 15:36,4/20/2022 15:58,23,23084.0,103008,110514,1,50000,40000,34,83,44755
95,CCS1,5/21/2022 18:00,5/21/2022 18:22,23,34333.0,155613,232965,1,10000,8000,17,73,58243
125,CCS1,5/26/2022 14:17,5/26/2022 14:39,23,21853.0,92787,229743,1,10000,8000,50,80,69201
144,CCS1,6/6/2022 12:22,6/6/2022 12:44,23,21448.0,120825,192417,1,80440,64352,57,81,84897
178,CCS1,6/11/2022 11:03,6/11/2022 11:25,23,39980.0,171810,175659,1,10000,8000,36,83,80811
188,CCS1,6/14/2022 18:57,6/14/2022 19:19,23,8229.0,28005,30816,0,10000,8000,29,100,11011
197,CCS1,6/16/2022 14:29,6/16/2022 14:51,23,34900.0,159888,353265,1,10000,8000,31,78,70543
217,CCS1,6/19/2022 17:42,6/19/2022 18:04,23,33679.0,140652,160245,0,10000,8000,29,72,74424
315,CCS1,10/16/2022 22:24,10/16/2022 22:46,23,31687.0,147468,192417,1,77500,62000,43,82,77186
328,CCS1,10/19/2022 11:51,10/19/2022 12:13,23,22106.0,133065,275928,1,10000,8000,17,45,75002
374,CCS1,10/26/2022 15:14,10/26/2022 15:36,23,30724.0,153915,353265,1,10000,8000,12,49,78886
524,CCS1,11/15/2022 13:09,11/15/2022 13:31,23,32121.0,159558,353265,1,10000,8000,8,46,80302
550,CCS1,11/18/2022 16:29,11/18/2022 16:51,23,10578.0,65640,123081,0,42000,33600,61,87,38650
567,CCS1,11/21/2022 14:13,11/21/2022 14:35,23,16596.0,76647,123081,0,42000,33600,41,84,36666
604,CCS1,2/16/2023 16:24,2/16/2023 16:46,23,13124.0,56490,58800,0,10000,8000,51,91,31170
692,CCS1,3/9/2023 20:45,3/9/2023 21:07,23,34329.0,150024,353265,1,10000,8000,26,70,74119
693,CCS1,3/9/2023 22:42,3/9/2023 23:04,23,11266.0,38970,160245,1,10000,8000,87,100,82328
719,CCS1,3/16/2023 11:46,3/16/2023 12:08,23,15128.0,53466,353265,1,10000,8000,75,90,95811
746,CCS1,3/22/2023 8:56,3/22/2023 9:18,23,14300.0,55419,58368,1,10000,8000,38,82,30875
851,CCS1,4/13/2023 9:40,4/13/2023 10:02,23,12382.0,53661,56835,0,10000,8000,8,81,16114
854,CCS1,4/14/2023 8:17,4/14/2023 8:39,23,16297.0,61008,353265,1,10000,8000,72,89,91018
929,CCS1,5/10/2023 15:48,5/10/2023 16:10,23,28854.0,126582,353265,1,10000,8000,48,84,76143
941,CCS1,5/14/2023 10:53,5/14/2023 11:15,23,17847.0,69960,123081,0,42000,33600,30,79,34601
951,CCS1,5/17/2023 10:42,5/17/2023 11:04,23,41236.0,157944,353265,1,10000,8000,10,65,71226
1068,CCS1,6/23/2023 13:48,6/23/2023 14:10,23,33592.0,116295,222222,1,10000,8000,41,82,77835
1151,CCS2,4/19/2022 17:24,4/19/2022 17:46,23,21286.0,73698,352230,1,10000,8000,53,79,77776
1154,CCS2,4/20/2022 13:41,4/20/2022 14:03,23,19951.0,77871,122046,0,42000,33600,27,81,35099
1155,CCS2,4/20/2022 15:31,4/20/2022 15:53,23,26197.0,162198,174624,1,10000,8000,36,67,80255
1268,CCS2,6/16/2022 9:51,6/16/2022 10:13,23,45178.0,160605,176505,1,10000,8000,10,58,89415
1343,CCS2,10/14/2022 14:39,10/14/2022 15:01,23,20517.0,73485,159210,0,10000,8000,17,64,41471
1368,CCS2,10/19/2022 9:39,10/19/2022 10:01,23,31965.0,111792,223872,1,10000,8000,21,61,75917
1376,CCS2,10/20/2022 17:42,10/20/2022 18:04,23,42102.0,169389,176505,1,10000,8000,44,89,88882
1403,CCS2,10/28/2022 10:29,10/28/2022 10:51,23,17003.0,61989,92595,0,10000,8000,47,70,70199
1459,CCS2,11/11/2022 10:36,11/11/2022 10:58,23,41083.0,161499,270597,1,10000,8000,24,60,108413
1488,CCS2,11/16/2022 18:25,11/16/2022 18:47,23,8123.0,27210,29781,0,10000,8000,30,100,11024
1514,CCS2,11/22/2022 17:33,11/22/2022 17:55,23,27211.0,113220,228708,1,10000,8000,22,59,69885
1520,CCS2,12/5/2022 13:58,12/5/2022 14:20,23,48722.0,169563,176505,1,10000,8000,20,80,77143
1732,CCS2,5/10/2023 10:48,5/10/2023 11:10,23,16949.0,51342,55773,0,10000,8000,5,40,46004
1783,CCS2,5/29/2023 18:04,5/29/2023 18:26,23,15567.0,58755,223872,1,10000,8000,50,80,49296
1804,CCS2,6/13/2023 12:07,6/13/2023 12:29,23,4096.0,22287,55773,0,10000,8000,64,100,10809
5,CCS1,4/13/2022 17:45,4/13/2022 18:08,24,17876.0,76239,108366,0,28000,23240,32,94,27391
45,CCS1,4/23/2022 12:08,4/23/2022 12:31,24,23476.0,77289,353265,1,10000,8000,56,84,79651
72,CCS1,5/17/2022 19:59,5/17/2022 20:22,24,48878.0,170067,177540,1,10000,8000,32,86,85989
218,CCS1,6/19/2022 18:09,6/19/2022 18:32,24,21296.0,98157,353265,1,10000,8000,63,92,69763
261,CCS1,7/19/2022 22:07,7/19/2022 22:30,24,29293.0,129006,222222,1,10000,8000,56,90,81848
302,CCS1,10/15/2022 10:53,10/15/2022 11:16,24,24141.0,78342,353265,1,10000,8000,46,75,79083
303,CCS1,10/15/2022 13:07,10/15/2022 13:30,24,16586.0,52080,56808,0,10000,8000,13,47,46357
458,CCS1,11/6/2022 14:53,11/6/2022 15:16,24,52929.0,171210,177540,1,10000,8000,17,80,79814
475,CCS1,11/8/2022 12:52,11/8/2022 13:15,24,33551.0,143982,192417,1,78340,62672,28,68,79684
560,CCS1,11/20/2022 11:57,11/20/2022 12:20,24,13413.0,72447,123081,0,42000,33600,51,87,35395
602,CCS1,2/16/2023 9:26,2/16/2023 9:49,24,8467.0,38772,67551,0,18700,14960,11,23,67030
666,CCS1,3/3/2023 10:06,3/3/2023 10:29,24,16508.0,56313,353265,1,10000,8000,73,89,98016
789,CCS1,3/30/2023 18:38,3/30/2023 19:01,24,40393.0,157707,353265,1,10000,8000,27,79,73795
863,CCS1,4/15/2023 13:08,4/15/2023 13:31,24,15476.0,51291,56808,0,10000,8000,11,44,44552
892,CCS1,4/21/2023 12:01,4/21/2023 12:24,24,22730.0,97521,353265,1,10000,8000,31,60,74460
914,CCS1,5/2/2023 20:54,5/2/2023 21:17,24,35163.0,147006,353265,1,10000,8000,29,76,71074
971,CCS1,5/22/2023 10:10,5/22/2023 10:33,24,19705.0,69195,138441,1,10000,8000,18,98,23397
1034,CCS1,6/16/2023 3:59,6/16/2023 4:22,24,13917.0,75672,91782,1,10000,8299,44,94,26448
1089,CCS1,6/27/2023 13:23,6/27/2023 13:46,24,39277.0,157104,353265,1,10000,8000,23,73,74626
1111,CCS1,6/30/2023 12:17,6/30/2023 12:40,24,18604.0,88191,110514,1,50000,40000,48,90,42080
1120,CCS1,7/2/2023 12:03,7/2/2023 12:26,24,24148.0,78858,353265,1,10000,8000,52,81,79106
1144,CCS2,4/16/2022 18:43,4/16/2022 19:06,24,30427.0,111048,120222,0,10000,8000,5,40,82588
1243,CCS2,6/9/2022 10:01,6/9/2022 10:24,24,23617.0,92757,174624,1,10000,8000,73,100,83097
1273,CCS2,6/16/2022 18:21,6/16/2022 18:44,24,8462.0,28662,30600,0,10000,8000,26,100,10863
1301,CCS2,7/15/2022 16:06,7/15/2022 16:29,24,19958.0,74619,159210,0,10000,8000,38,83,42143
1362,CCS2,10/17/2022 21:33,10/17/2022 21:56,24,21267.0,67044,352230,1,10000,8000,61,86,80815
1377,CCS2,10/20/2022 18:20,10/20/2022 18:43,24,14495.0,53442,56445,0,10000,8000,51,96,30601
1381,CCS2,10/21/2022 20:52,10/21/2022 21:15,24,50958.0,161961,176505,1,10000,8000,11,69,83480
1444,CCS2,11/4/2022 11:46,11/4/2022 12:09,24,16619.0,51927,57801,0,10000,8000,8,51,36716
1516,CCS2,11/23/2022 10:11,11/23/2022 10:34,24,16850.0,52743,57801,0,10000,8000,17,59,38122
1532,CCS2,2/17/2023 17:27,2/17/2023 17:50,24,7341.0,49611,122046,1,42000,33600,76,92,43587
1538,CCS2,2/24/2023 11:59,2/24/2023 12:22,24,17173.0,55566,57801,0,10000,8000,42,83,39801
1555,CCS2,2/27/2023 16:23,2/27/2023 16:46,24,13925.0,58194,352230,1,10000,8000,24,40,82680
1575,CCS2,3/4/2023 5:42,3/4/2023 6:05,24,29330.0,99420,228708,1,10000,8000,19,60,67960
1599,CCS2,3/14/2023 12:30,3/14/2023 12:53,24,15945.0,50388,55773,0,10000,8000,11,43,47337
1617,CCS2,3/21/2023 12:11,3/21/2023 12:34,24,31142.0,102828,137406,0,10000,8000,39,84,65744
1627,CCS2,3/24/2023 16:46,3/24/2023 17:09,24,21104.0,68097,137406,1,10000,8000,8,95,23045
1777,CCS2,5/23/2023 19:08,5/23/2023 19:31,24,53064.0,166734,176505,1,10000,8000,19,80,82641
1792,CCS2,6/8/2023 19:21,6/8/2023 19:44,24,27282.0,161727,193395,1,78140,62512,47,78,83604
1817,CCS2,6/18/2023 7:27,6/18/2023 7:50,24,8203.0,53283,55800,0,10000,8000,44,93,15904
1843,CCS2,6/23/2023 16:01,6/23/2023 16:24,24,39929.0,155610,193395,1,68640,54912,25,80,68968
1845,CCS2,6/24/2023 15:15,6/24/2023 15:38,24,13259.0,55995,57000,0,10000,8000,56,97,30722
1850,CCS2,6/25/2023 11:43,6/25/2023 12:06,24,16969.0,51012,55773,0,10000,8000,4,37,48850
1856,CCS2,6/27/2023 22:25,6/27/2023 22:48,24,29223.0,154701,352230,1,10000,8000,26,59,84152
1874,CCS2,7/3/2023 20:02,7/3/2023 20:25,24,23389.0,81084,223872,1,10000,8000,49,80,71676
12,CCS1,4/15/2022 17:28,4/15/2022 17:52,25,31353.0,93135,229743,1,10000,8000,21,79,51354
29,CCS1,4/19/2022 18:41,4/19/2022 19:05,25,16792.0,62925,192417,1,80440,64352,72,90,88620
136,CCS1,6/4/2022 23:22,6/4/2022 23:46,25,27299.0,108540,111600,0,50000,40000,21,81,43223
167,CCS1,6/9/2022 12:28,6/9/2022 12:52,25,29146.0,85782,93630,1,10000,8000,9,50,67517
187,CCS1,6/14/2022 14:35,6/14/2022 14:59,25,38685.0,159126,353265,1,10000,8000,26,78,70675
209,CCS1,6/18/2022 15:37,6/18/2022 16:01,25,32143.0,118383,160245,0,10000,8000,36,80,69384
258,CCS1,7/18/2022 21:19,7/18/2022 21:43,25,24897.0,81666,160245,0,10000,8000,47,80,71651
299,CCS1,10/14/2022 17:50,10/14/2022 18:14,25,33880.0,121692,353265,1,10000,8000,16,60,73150
348,CCS1,10/22/2022 19:25,10/22/2022 19:49,25,35992.0,151344,353265,1,10000,8000,28,76,71234
354,CCS1,10/23/2022 19:08,10/23/2022 19:32,25,24344.0,83055,224907,1,10000,8000,49,80,74603
454,CCS1,11/6/2022 8:32,11/6/2022 8:56,25,13900.0,54399,179418,1,10000,8000,39,61,60023
457,CCS1,11/6/2022 14:01,11/6/2022 14:25,25,27230.0,94260,232965,1,10000,8000,29,70,63094
470,CCS1,11/8/2022 6:06,11/8/2022 6:30,25,31484.0,105435,179418,1,10000,8000,9,63,55378
480,CCS1,11/8/2022 19:58,11/8/2022 20:22,25,31558.0,142074,353265,1,10000,8000,28,68,74950
482,CCS1,11/9/2022 14:45,11/9/2022 15:09,25,32523.0,150237,353265,1,10000,8000,29,72,71870
570,CCS1,11/21/2022 17:15,11/21/2022 17:39,25,37951.0,131397,160245,1,10000,8000,9,58,73563
600,CCS1,2/15/2023 10:58,2/15/2023 11:22,25,15995.0,57888,123921,1,10000,8000,40,67,56279
620,CCS1,2/19/2023 17:11,2/19/2023 17:35,25,25975.0,76998,224907,1,10000,8000,33,66,74777
628,CCS1,2/21/2023 13:41,2/21/2023 14:05,25,29652.0,103848,353265,1,10000,8000,45,82,76134
645,CCS1,2/27/2023 9:32,2/27/2023 9:56,25,33722.0,122994,353265,1,10000,8000,24,64,80090
695,CCS1,3/10/2023 8:37,3/10/2023 9:01,25,15398.0,48261,252297,1,10000,8000,50,75,58512
734,CCS1,3/18/2023 15:27,3/18/2023 15:51,25,24674.0,77349,224907,1,10000,8000,40,71,75614
879,CCS1,4/18/2023 17:01,4/18/2023 17:25,25,20032.0,74631,110514,1,50000,40000,36,80,43251
886,CCS1,4/20/2023 16:27,4/20/2023 16:51,25,43392.0,149235,367872,1,10000,8000,32,84,79274
905,CCS1,4/23/2023 20:00,4/23/2023 20:24,25,32740.0,96468,271632,1,10000,4000,9,35,119581
910,CCS1,5/2/2023 13:37,5/2/2023 14:01,25,37132.0,154917,353265,1,10000,8000,26,74,73490
945,CCS1,5/14/2023 17:58,5/14/2023 18:22,25,52582.0,170907,177540,1,10000,8000,21,82,81890
990,CCS1,5/29/2023 18:10,5/29/2023 18:34,25,40537.0,169626,177540,1,10000,8000,32,81,78592
1006,CCS1,6/9/2023 12:07,6/9/2023 12:31,25,46113.0,162912,353265,1,10000,8000,11,66,79650
1013,CCS1,6/10/2023 10:00,6/10/2023 10:24,25,26634.0,120219,142737,0,10000,8000,12,56,57505
1074,CCS1,6/24/2023 12:15,6/24/2023 12:39,25,37248.0,169332,194430,1,76940,61552,41,88,75288
1134,CCS2,4/13/2022 20:44,4/13/2022 21:08,25,10697.0,39054,159210,0,10000,8000,87,100,78170
1139,CCS2,4/15/2022 12:08,4/15/2022 12:32,25,22525.0,74436,159210,1,10000,8000,32,61,73789
1170,CCS2,4/23/2022 18:41,4/23/2022 19:05,25,50793.0,167355,174624,1,10000,8000,29,89,80422
1193,CCS2,5/19/2022 11:05,5/19/2022 11:29,25,9028.0,27615,29781,0,10000,8000,22,100,10996
1250,CCS2,6/10/2022 12:08,6/10/2022 12:32,25,12502.0,41457,178383,1,10000,8000,58,80,53986
1283,CCS2,6/19/2022 12:09,6/19/2022 12:33,25,33611.0,117198,159210,0,10000,8000,24,70,69414
1288,CCS2,6/19/2022 23:59,6/20/2022 0:23,25,33632.0,159858,352230,1,10000,8000,43,90,67980
1355,CCS2,10/16/2022 17:53,10/16/2022 18:17,25,24751.0,92205,178383,1,10000,8000,26,74,48986
1419,CCS2,10/30/2022 14:28,10/30/2022 14:52,25,10006.0,34194,43689,0,10000,8000,44,81,25691
1591,CCS2,3/9/2023 14:16,3/9/2023 14:40,25,43621.0,154884,176505,1,10000,8000,41,88,88170
1615,CCS2,3/21/2023 9:29,3/21/2023 9:53,25,29810.0,98589,228708,1,10000,8000,20,63,65859
1733,CCS2,5/10/2023 15:21,5/10/2023 15:45,25,22594.0,124251,352230,1,10000,8000,19,46,79497
1822,CCS2,6/18/2023 21:16,6/18/2023 21:40,25,43403.0,149970,221187,1,10000,8000,29,83,76371
1827,CCS2,6/20/2023 12:23,6/20/2023 12:47,25,21830.0,63600,137406,1,10000,8000,12,45,62844
1842,CCS2,6/23/2023 13:59,6/23/2023 14:23,25,24459.0,95349,224409,1,10000,8000,54,80,89369
7,CCS1,4/14/2022 10:47,4/14/2022 11:12,26,12116.0,37992,160245,0,10000,8000,86,100,82216
25,CCS1,4/18/2022 15:11,4/18/2022 15:36,26,17654.0,84057,229743,1,10000,8000,56,80,69880
26,CCS1,4/18/2022 15:39,4/18/2022 16:04,26,36753.0,105018,192417,1,80340,64272,27,70,81197
43,CCS1,4/23/2022 1:05,4/23/2022 1:30,26,32570.0,156123,353265,1,10000,8000,44,90,67264
67,CCS1,5/16/2022 21:43,5/16/2022 22:08,26,18938.0,75876,91782,0,10000,8299,34,94,29990
89,CCS1,5/20/2022 22:33,5/20/2022 22:58,26,37305.0,159090,353265,1,10000,8000,38,90,68153
111,CCS1,5/24/2022 9:31,5/24/2022 9:56,26,38682.0,158259,353265,1,10000,8000,27,79,70669
134,CCS1,6/4/2022 18:19,6/4/2022 18:44,26,18297.0,53598,57480,0,10000,8000,22,82,28970
169,CCS1,6/9/2022 18:10,6/9/2022 18:35,26,27529.0,93660,353265,1,10000,8000,48,83,74743
227,CCS1,7/13/2022 7:35,7/13/2022 8:00,26,18263.0,62922,192417,1,80440,64352,71,90,91313
234,CCS1,7/14/2022 22:59,7/14/2022 23:24,26,51553.0,163467,353265,1,10000,8000,4,64,81626
250,CCS1,7/17/2022 13:08,7/17/2022 13:33,26,43683.0,163398,353265,1,10000,8000,25,84,70337
260,CCS1,7/19/2022 12:03,7/19/2022 12:28,26,22791.0,102924,110514,0,50000,40000,43,92,44187
329,CCS1,10/19/2022 12:16,10/19/2022 12:41,26,18978.0,73038,110514,1,50000,40000,46,88,42926
335,CCS1,10/20/2022 17:59,10/20/2022 18:24,26,27759.0,87081,224907,1,10000,8000,34,70,73253
406,CCS1,10/31/2022 14:39,10/31/2022 15:04,26,57206.0,169365,177540,1,10000,8000,14,80,82342
415,CCS1,11/1/2022 21:05,11/1/2022 21:30,26,49672.0,161421,353265,1,10000,8000,1,59,81373
438,CCS1,11/5/2022 8:37,11/5/2022 9:02,26,28197.0,82590,224907,1,10000,8000,26,62,74409
469,CCS1,11/7/2022 17:48,11/7/2022 18:13,26,27956.0,80787,222222,1,10000,8000,47,80,80455
547,CCS1,11/18/2022 8:29,11/18/2022 8:54,26,25285.0,80676,123081,0,42000,33600,11,78,35853
563,CCS1,11/20/2022 16:16,11/20/2022 16:41,26,34897.0,106320,353265,1,10000,8000,28,70,78934
594,CCS1,12/5/2022 21:03,12/5/2022 21:28,26,20358.0,69495,123081,0,42000,33600,33,85,37194
724,CCS1,3/17/2023 11:18,3/17/2023 11:43,26,17808.0,51600,252297,1,10000,8000,46,75,58337
